0.01	0
0.02	0
0.03	0
0.04	0
0.05	37.84
0.06	37.84
0.07	37.84
0.08	113.52
0.09	113.52
0.1	113.52
0.11	227.04
0.12	227.04
0.13	227.04
0.14	340.56
0.15	340.56
0.16	340.56
0.17	340.56
0.18	567.6
0.19	567.6
0.2	567.6
0.21	908.16
0.22	908.16
0.23	908.16
0.24	1362.24
0.25	1324.4
0.26	1324.4
0.27	1816.32
0.28	1929.84
0.29	1929.84
0.3	2156.88
0.31	2838
0.32	2838
0.33	2951.52
0.34	3556.96
0.35	4313.76
0.36	4313.76
0.37	4767.84
0.38	5411.12
0.39	6470.64
0.4	6584.16
0.41	6622
0.42	7340.96
0.43	8627.52
0.44	9195.12
0.45	9195.12
0.46	9497.84
0.47	9422.16
0.48	9951.92
0.49	10784.4
0.5	11995.3
0.51	12449.4
0.52	12714.2
0.53	12827.8
0.54	12562.9
0.55	12260.2
0.56	12979.1
0.57	13849.4
0.58	14417
0.59	13963
0.6	13925.1
0.61	13849.4
0.62	13735.9
0.63	13130.5
0.64	13130.5
0.65	14530.6
0.66	15363
0.67	14946.8
0.68	14492.7
0.69	14076.5
0.7	13319.7
0.71	12865.6
0.72	14038.6
0.73	15136
0.74	14984.6
0.75	14757.6
0.76	14492.7
0.77	13546.7
0.78	12865.6
0.79	13508.9
0.8	14871.1
0.81	15287.4
0.82	14757.6
0.83	14341.4
0.84	13849.4
0.85	13244
0.86	13017
0.87	14417
0.88	15363
0.89	14984.6
0.9	14530.6
0.91	14190
0.92	13319.7
0.93	12789.9
0.94	13925.1
0.95	15022.5
0.96	14984.6
0.97	14833.3
0.98	14454.9
0.99	13584.6
1	12903.4
1.01	13395.4
1.02	14757.6
1.03	15325.2
1.04	14833.3
1.05	14303.5
1.06	13849.4
1.07	13319.7
1.08	12941.3
1.09	14303.5
1.1	15363
1.11	14984.6
1.12	14644.1
1.13	14303.5
1.14	13395.4
1.15	12789.9
1.16	13811.6
1.17	14984.6
1.18	15060.3
1.19	14833.3
1.2	14492.7
1.21	13698.1
1.22	12941.3
1.23	13281.8
1.24	14681.9
1.25	15363
1.26	14909
1.27	14341.4
1.28	13963
1.29	13319.7
1.3	12865.6
1.31	14190
1.32	15249.5
1.33	14984.6
1.34	14681.9
1.35	14417
1.36	13433.2
1.37	12789.9
1.38	13698.1
1.39	14946.8
1.4	15098.2
1.41	14757.6
1.42	14454.9
1.43	13811.6
1.44	13054.8
1.45	13168.3
1.46	14606.2
1.47	15363
1.48	14909
1.49	14454.9
1.5	14000.8
1.51	13319.7
1.52	12865.6
1.53	14076.5
1.54	15136
1.55	14984.6
1.56	14757.6
1.57	14454.9
1.58	13546.7
1.59	12827.8
1.6	13584.6
1.61	14909
1.62	15211.7
1.63	14757.6
1.64	14379.2
1.65	13849.4
1.66	13168.3
1.67	13054.8
1.68	14492.7
1.69	15363
1.7	14984.6
1.71	14492.7
1.72	14114.3
1.73	13319.7
1.74	12865.6
1.75	13963
1.76	15098.2
1.77	14984.6
1.78	14757.6
1.79	14492.7
1.8	13546.7
1.81	12865.6
1.82	13471
1.83	14795.4
1.84	15287.4
1.85	14833.3
1.86	14303.5
1.87	13849.4
1.88	13281.8
1.89	12941.3
1.9	14379.2
1.91	15363
1.92	14984.6
1.93	14606.2
1.94	14227.8
1.95	13357.5
1.96	12789.9
1.97	13849.4
1.98	14984.6
1.99	15022.5
2	14833.3
2.01	14530.6
2.02	13622.4
2.03	12941.3
2.04	13357.5
2.05	14681.9
2.06	15363
2.07	14871.1
2.08	14303.5
2.09	13925.1
2.1	13319.7
2.11	12903.4
2.12	14265.7
2.13	15287.4
2.14	14984.6
2.15	14681.9
2.16	14341.4
2.17	13395.4
2.18	12789.9
2.19	13735.9
2.2	14984.6
2.21	15060.3
2.22	14833.3
2.23	14454.9
2.24	13735.9
2.25	13017
2.26	13244
2.27	14644.1
2.28	15363
2.29	14909
2.3	14379.2
2.31	14000.8
2.32	13319.7
2.33	12865.6
2.34	14152.2
2.35	15173.8
2.36	14984.6
2.37	14757.6
2.38	14454.9
2.39	13508.9
2.4	12789.9
2.41	13622.4
2.42	14909
2.43	15173.8
2.44	14757.6
2.45	14379.2
2.46	13849.4
2.47	13130.5
2.48	13130.5
2.49	14530.6
2.5	15363
2.51	14946.8
2.52	14454.9
2.53	14076.5
2.54	13319.7
2.55	12865.6
2.56	14038.6
2.57	15136
2.58	14984.6
2.59	14757.6
2.6	14492.7
2.61	13546.7
2.62	12865.6
2.63	13508.9
2.64	14871.1
2.65	15287.4
2.66	14757.6
2.67	14341.4
2.68	13849.4
2.69	13244
2.7	13017
2.71	14417
2.72	15363
2.73	14984.6
2.74	14530.6
2.75	14190
2.76	13319.7
2.77	12789.9
2.78	13925.1
2.79	15022.5
2.8	14984.6
2.81	14833.3
2.82	14454.9
2.83	13584.6
2.84	12903.4
2.85	13395.4
2.86	14757.6
2.87	15325.2
2.88	14833.3
2.89	14303.5
2.9	13849.4
2.91	13319.7
2.92	12941.3
2.93	14303.5
2.94	15363
2.95	14984.6
2.96	14644.1
2.97	14303.5
2.98	13395.4
2.99	12789.9
3	13811.6
3.01	14984.6
3.02	15060.3
3.03	14833.3
3.04	14492.7
3.05	13698.1
3.06	12941.3
3.07	13281.8
3.08	14681.9
3.09	15363
3.1	14909
3.11	14341.4
3.12	13963
3.13	13319.7
3.14	12865.6
