0.01	0
0.02	0
0.03	0
0.04	0
0.05	37.84
0.06	37.84
0.07	37.84
0.08	113.52
0.09	113.52
0.1	113.52
0.11	227.04
0.12	227.04
0.13	227.04
0.14	340.56
0.15	340.56
0.16	340.56
0.17	491.92
0.18	567.6
0.19	567.6
0.2	567.6
0.21	908.16
0.22	908.16
0.23	908.16
0.24	1362.24
0.25	1324.4
0.26	1324.4
0.27	2005.52
0.28	1929.84
0.29	1929.84
0.3	2800.16
0.31	2838
0.32	2838
0.33	3708.32
0.34	4313.76
0.35	4313.76
0.36	5184.08
0.37	5978.72
0.38	6470.64
0.39	6811.2
0.4	8135.6
0.41	8816.72
0.42	9535.68
0.43	9649.2
0.44	9611.36
0.45	11011.4
0.46	12146.6
0.47	12449.4
0.48	13168.3
0.49	13735.9
0.5	12865.6
0.51	12865.6
0.52	14038.6
0.53	14341.4
0.54	14606.2
0.55	15552.2
0.56	15400.9
0.57	14530.6
0.58	13963
0.59	14417
0.6	14454.9
0.61	14530.6
0.62	14644.1
0.63	15249.5
0.64	15249.5
0.65	13849.4
0.66	13017
0.67	13433.2
0.68	13887.3
0.69	14303.5
0.7	15060.3
0.71	15514.4
0.72	14341.4
0.73	13244
0.74	13395.4
0.75	13622.4
0.76	13887.3
0.77	14833.3
0.78	15514.4
0.79	14871.1
0.8	13508.9
0.81	13092.6
0.82	13622.4
0.83	14038.6
0.84	14530.6
0.85	15136
0.86	15363
0.87	13963
0.88	13017
0.89	13395.4
0.9	13849.4
0.91	14190
0.92	15060.3
0.93	15590.1
0.94	14454.9
0.95	13357.5
0.96	13395.4
0.97	13546.7
0.98	13925.1
0.99	14795.4
1	15476.6
1.01	14984.6
1.02	13622.4
1.03	13054.8
1.04	13546.7
1.05	14076.5
1.06	14530.6
1.07	15060.3
1.08	15438.7
1.09	14076.5
1.1	13017
1.11	13395.4
1.12	13735.9
1.13	14076.5
1.14	14984.6
1.15	15590.1
1.16	14568.4
1.17	13395.4
1.18	13319.7
1.19	13546.7
1.2	13887.3
1.21	14681.9
1.22	15438.7
1.23	15098.2
1.24	13698.1
1.25	13017
1.26	13471
1.27	14038.6
1.28	14417
1.29	15060.3
1.3	15514.4
1.31	14190
1.32	13130.5
1.33	13395.4
1.34	13698.1
1.35	13963
1.36	14946.8
1.37	15590.1
1.38	14681.9
1.39	13433.2
1.4	13281.8
1.41	13622.4
1.42	13925.1
1.43	14568.4
1.44	15325.2
1.45	15211.7
1.46	13773.8
1.47	13017
1.48	13471
1.49	13925.1
1.5	14379.2
1.51	15060.3
1.52	15514.4
1.53	14303.5
1.54	13244
1.55	13395.4
1.56	13622.4
1.57	13925.1
1.58	14833.3
1.59	15552.2
1.6	14795.4
1.61	13471
1.62	13168.3
1.63	13622.4
1.64	14000.8
1.65	14530.6
1.66	15211.7
1.67	15325.2
1.68	13887.3
1.69	13017
1.7	13395.4
1.71	13887.3
1.72	14265.7
1.73	15060.3
1.74	15514.4
1.75	14417
1.76	13281.8
1.77	13395.4
1.78	13622.4
1.79	13887.3
1.8	14833.3
1.81	15514.4
1.82	14909
1.83	13584.6
1.84	13092.6
1.85	13546.7
1.86	14076.5
1.87	14530.6
1.88	15098.2
1.89	15438.7
1.9	14000.8
1.91	13017
1.92	13395.4
1.93	13773.8
1.94	14152.2
1.95	15022.5
1.96	15590.1
1.97	14530.6
1.98	13395.4
1.99	13357.5
2	13546.7
2.01	13849.4
2.02	14757.6
2.03	15438.7
2.04	15022.5
2.05	13698.1
2.06	13017
2.07	13508.9
2.08	14076.5
2.09	14454.9
2.1	15060.3
2.11	15476.6
2.12	14114.3
2.13	13092.6
2.14	13395.4
2.15	13698.1
2.16	14038.6
2.17	14984.6
2.18	15590.1
2.19	14644.1
2.2	13395.4
2.21	13319.7
2.22	13546.7
2.23	13925.1
2.24	14644.1
2.25	15363
2.26	15136
2.27	13735.9
2.28	13017
2.29	13471
2.3	14000.8
2.31	14379.2
2.32	15060.3
2.33	15514.4
2.34	14227.8
2.35	13206.2
2.36	13395.4
2.37	13622.4
2.38	13925.1
2.39	14871.1
2.4	15590.1
2.41	14757.6
2.42	13471
2.43	13206.2
2.44	13622.4
2.45	14000.8
2.46	14530.6
2.47	15249.5
2.48	15249.5
2.49	13849.4
2.5	13017
2.51	13433.2
2.52	13925.1
2.53	14303.5
2.54	15060.3
2.55	15514.4
2.56	14341.4
2.57	13244
2.58	13395.4
2.59	13622.4
2.6	13887.3
2.61	14833.3
2.62	15514.4
2.63	14871.1
2.64	13508.9
2.65	13092.6
2.66	13622.4
2.67	14038.6
2.68	14530.6
2.69	15136
2.7	15363
2.71	13963
2.72	13017
2.73	13395.4
2.74	13849.4
2.75	14190
2.76	15060.3
2.77	15590.1
2.78	14454.9
2.79	13357.5
2.8	13395.4
2.81	13546.7
2.82	13925.1
2.83	14795.4
2.84	15476.6
2.85	14984.6
2.86	13622.4
2.87	13054.8
2.88	13546.7
2.89	14076.5
2.9	14530.6
2.91	15060.3
2.92	15438.7
2.93	14076.5
2.94	13017
2.95	13395.4
2.96	13735.9
2.97	14076.5
2.98	14984.6
2.99	15590.1
3	14568.4
3.01	13395.4
3.02	13319.7
3.03	13546.7
3.04	13887.3
3.05	14681.9
3.06	15438.7
3.07	15098.2
3.08	13698.1
3.09	13017
3.1	13471
3.11	14038.6
3.12	14417
3.13	15060.3
